,year,bcc-csm1-1,CCSM4,CSIRO-Mk3L,FGOALS-gl,GISS-E2-R,HadCM3,IPSL-CM5A-LR,MIROC-ES2L,MPI-ESM-P,MRI-CGCM3,MRI-ESM2-0,CESM1-LME,CESM2,MPI-ESM1-2-LR,EC-Earth3-Veg-LR,MIROC-ESM,INM-CM4-8
615,1465,286.6218536,284.4995627,286.9720439,286.7198526,287.4479294,286.274248,284.7472819,287.8379,286.3224516,286.6222017,287.2831807,286.084772,284.2441574,286.547176,287.2552586,287.2493594,286.2099915
616,1466,286.600105,284.5607727,286.9362384,286.5671377,287.393867,286.2765964,284.7152444,287.7364,286.4881462,286.7095779,287.3861982,286.1617995,284.4153126,286.5491311,287.3612322,287.4223241,286.2340393
617,1467,286.6680794,284.5258465,286.8998746,286.5247429,287.4184906,286.2209269,284.8363179,287.89178,286.4614576,286.7809145,287.3055017,286.101065,284.5191438,286.6599802,287.4276002,287.5272532,286.2617493
618,1468,286.8152457,284.4806404,286.947646,286.8485485,287.454049,286.2384932,284.7347609,288.0094,286.4429465,286.6776544,287.1616123,286.0364109,284.4645846,286.6087367,287.4539753,287.472117,286.2937927
619,1469,286.8722831,284.5693478,287.0469518,286.8334786,287.5042033,286.3101584,284.6700759,287.93613,286.4225348,286.6396431,287.3313748,286.1567021,284.3691891,286.5173936,287.3373052,287.375713,286.2257385
620,1470,286.7155246,284.50683,287.0307053,286.6029934,287.366406,286.1958803,284.6086799,287.99503,286.6032761,286.580054,287.4224455,286.2923832,284.4739455,286.3857276,287.2677685,287.481577,286.335968
621,1471,286.8395262,284.3798756,287.1094657,286.5685215,287.4033777,286.3808049,284.825503,288.05203,286.7156487,286.5796727,287.5191534,286.220023,284.7473294,286.3717517,287.2818127,287.7578512,286.3037415
622,1472,286.8227147,284.4870483,287.0790617,286.6563583,287.5411844,286.5323328,284.8530957,288.16818,286.6401078,286.5374509,287.2849011,286.2045807,284.6048627,286.4112324,287.3796756,287.6138783,286.315918
623,1473,286.7851025,284.5812297,286.9718487,286.739274,287.5536845,286.2318878,284.8792755,288.07187,286.4633015,286.5933524,287.1726005,286.1316002,284.4325678,286.4382865,287.3939004,287.4397618,286.3211365
624,1474,286.6889663,284.7265637,286.9849982,286.9003948,287.4509189,286.2737213,284.867713,288.11002,286.4177936,286.6023338,287.2108332,286.43956,284.6765712,286.5266321,287.4562393,287.686345,286.4246521
625,1475,286.6300733,284.7300447,287.0867681,286.6597425,287.3983937,286.2496784,284.8980335,288.26498,286.5917714,286.6491607,287.3414023,286.4024083,284.8044792,286.2905246,287.3103423,287.8156052,286.493988
626,1476,286.6819687,284.4554953,287.170209,286.5289362,287.5152627,286.4203834,284.8303748,288.1725,286.7596287,286.6114463,287.5043032,286.1174472,284.5647434,286.4315423,287.3590694,287.5733348,286.2365723
627,1477,286.6158911,284.5048612,287.1105044,286.7534084,287.5223872,286.36245,284.8886084,287.959,286.786513,286.5400432,287.2012514,286.0097775,284.3640034,286.3678712,287.4480164,287.3704724,286.1571655
628,1478,286.6160403,284.6043932,287.0636368,286.7283934,287.445912,286.4513246,284.9179225,288.04828,286.7978569,286.6220025,287.2358867,286.1763548,284.5043753,286.3403163,287.3673324,287.5123284,286.2142334
629,1479,286.5738768,284.488433,287.0535262,286.5882206,287.4060342,286.1728746,284.8807349,288.07837,286.7507163,286.732954,287.2626154,286.2475751,284.3953609,286.5356237,287.1290932,287.4021616,286.2494202
630,1480,286.6669124,284.2974925,287.0485206,286.5073795,287.4461807,286.3610553,284.8117825,288.21704,286.4580688,286.7438731,287.398115,286.0050831,284.3863588,286.5546811,287.1776034,287.3930642,286.3016357
631,1481,286.6184521,284.4498229,287.087929,286.8107678,287.2580759,286.5340291,284.8351421,288.16806,286.446707,286.7266212,287.2700959,286.134972,284.6049168,286.2633055,287.1593548,287.613933,286.4687805
632,1482,286.5643468,284.6055673,287.014691,286.9253382,287.3501669,286.3030992,284.8643927,287.8925,286.4613304,286.7375999,287.2311171,286.1495879,284.7171708,286.2526223,287.2346778,287.7273738,286.4110413
633,1483,286.5486161,284.8181493,287.0457755,286.7944289,287.3590133,286.2947189,284.824666,287.9228,286.3426209,286.7543118,287.4439224,286.2885651,284.4812806,286.3639269,287.3061205,287.4889896,286.3986511
634,1484,286.5357259,284.8817092,287.0287093,286.5294892,287.3548494,286.3337793,284.9390091,288.0021,286.5048017,286.8390629,287.3481199,286.2998155,284.538406,286.5449224,287.2942097,287.546719,286.4050598
635,1485,286.5299577,284.6764432,287.0571905,286.6727362,287.4886804,286.2370833,284.9655252,288.30008,286.6646353,286.7352522,287.359678,286.2426866,284.802305,286.6393486,287.3346746,287.813408,286.4891663
636,1486,286.4447442,284.5709264,287.0389288,286.8831994,287.5124978,286.438506,284.7972663,288.12454,286.7056839,286.8167367,287.4275626,286.1026735,284.8346028,286.673115,287.358218,287.8460473,286.4056702
637,1487,286.5152514,284.5987044,286.9770715,286.9378492,287.5023489,286.340896,284.8410704,287.9449,286.7323003,286.8273354,287.4761469,286.1746991,284.7023844,286.5717215,287.3652247,287.712431,286.5222168
638,1488,286.6675325,284.7600799,287.0511684,286.4594447,287.5681726,286.2869944,284.5954207,288.12573,286.6879799,286.8101005,287.2460835,286.34565,284.7512974,286.3763621,287.3710806,287.7618612,286.5437927
639,1489,286.5503545,284.727374,287.0822979,286.6160291,287.5967592,286.3277897,284.7664272,288.2451,286.607688,286.7532278,287.2773912,286.44135,284.7406801,286.4398808,287.4012541,287.7511316,286.5222168
640,1490,286.5171925,284.5604281,287.081275,286.8652468,287.5480417,286.2571888,284.8282708,288.09332,286.5610027,286.895275,287.3812165,286.3593869,284.7936076,286.4609375,287.4921758,287.8046188,286.550415
641,1491,286.6558105,284.6384657,287.1382511,286.9712909,287.5191219,286.3692024,284.8021043,288.0473,286.5298604,286.8618042,287.3732777,286.401219,284.9670938,286.4057951,287.412899,287.9799391,286.5115967
642,1492,286.6151707,284.6963287,287.06774,286.7008191,287.5462437,286.3544276,284.777083,287.99628,286.4595,286.8337322,287.2419502,286.4581783,284.7589168,286.4656986,287.5464477,287.7695611,286.6383362
643,1493,286.6637632,284.7722389,287.0135806,286.5334238,287.5434197,286.4494619,284.8550817,288.28955,286.4720466,286.8177183,287.1129719,286.3317493,284.6148089,286.663306,287.3994559,287.6239297,286.533783
644,1494,286.5785561,284.5661628,287.0974932,286.6353693,287.5962549,286.6268259,284.9766908,288.38574,286.5308385,286.6747701,287.2046702,286.3156627,284.8008569,286.7404441,287.3522616,287.8119447,286.5439453
645,1495,286.5872887,284.4747146,287.1295169,286.827553,287.6261115,286.4375118,284.8098491,288.0529,286.5627438,286.7894307,287.2368591,286.2249783,284.8111594,286.778369,287.39903,287.8223561,286.4759827
646,1496,286.6638004,284.7439689,287.1100137,286.8798915,287.4245181,286.3183046,284.7034154,288.02985,286.5792028,286.9404322,287.3384437,286.1860946,284.7151042,286.649346,287.305524,287.7252854,286.4280701
647,1497,286.5830117,284.6718549,287.0546227,286.6875656,287.5171986,286.4781786,284.8515941,288.09555,286.4537704,286.917043,287.4026292,286.2135695,284.8856672,286.7814926,287.395422,287.8976517,286.5201721
648,1498,286.5823546,284.603202,287.0910704,286.5771533,287.5553341,286.6447262,284.7421939,288.2387,286.477903,286.7495608,287.2988709,286.3816859,285.0237347,286.7820937,287.2428785,288.0371789,286.5462952
649,1499,286.4578039,284.7850257,287.1528095,286.7237727,287.4858655,286.411114,284.7163683,288.36026,286.4641614,286.7516074,287.3701918,286.3439243,284.9222093,286.551339,287.3515994,287.9345801,286.5326233
650,1500,286.6101055,284.7811534,287.2782482,286.8010485,287.6067036,286.4142885,284.656895,288.12012,286.5373675,286.8457872,287.3291727,286.2110456,284.8965271,286.6123812,287.5651293,287.9086264,286.5458069
651,1501,286.6025251,284.5829704,287.2442085,286.5999262,287.5866723,286.4419138,285.0135797,288.01077,286.6106903,286.8011285,287.2197719,286.2804314,284.7935882,286.7121439,287.6124591,287.8045991,286.5133362
652,1502,286.5219904,284.7115532,287.1849748,286.5850701,287.4786992,286.3878343,284.9449174,287.96957,286.5525576,286.9251041,287.1810028,286.357653,284.7869649,286.7062291,287.4618713,287.7979058,286.5660706
653,1503,286.6538193,284.8411786,287.1973698,286.7905577,287.3841788,286.4213415,284.9550197,288.08157,286.5977076,286.8246893,287.135718,286.3080603,284.7633703,286.5567266,287.4315971,287.7740617,286.4388428
654,1504,286.5915845,284.7096777,287.2051956,286.8479859,287.3788798,286.3955385,285.0677402,288.17786,286.5658751,286.758931,287.1374131,286.0918073,284.8976639,286.5832994,287.5195858,287.9097751,286.5375061
655,1505,286.6295432,284.8241182,287.1692539,286.6745505,287.3969292,286.2985269,284.9994177,288.1658,286.6069502,286.7859109,287.2419304,286.0909748,284.7529487,286.4905348,287.4541926,287.76353,286.6065063
656,1506,286.5688217,284.8347407,287.2168098,286.5737434,287.3991412,286.3067177,284.9792584,288.10745,286.8744977,286.8015145,287.4202158,286.161926,284.5754105,286.4052292,287.3301248,287.5841148,286.5068665
657,1507,286.5431518,284.9587504,287.1488511,286.7088371,287.4860577,286.3379797,284.8353662,288.10852,286.7481098,286.7076214,287.386799,286.2641642,284.8922999,286.5050659,287.5318757,287.9043544,286.4637756
658,1508,286.6369438,284.9281489,287.1168696,286.6670797,287.4350564,286.4374001,284.8325488,288.1954,286.5362699,286.7799129,287.3616129,286.2285626,284.9679736,286.5701351,287.7060689,287.9808282,286.4629517
659,1509,286.6816856,284.7583191,287.1634008,286.5834158,287.3452206,286.4058392,284.7207265,288.30276,286.5985238,286.7925594,287.1391749,286.3556334,284.7031027,286.5127624,287.5187552,287.7131569,286.5210571
660,1510,286.6465047,284.7933023,287.0912733,286.7596821,287.5096986,286.4028127,284.7176268,288.09128,286.7006053,286.8173095,287.0463172,286.4105716,284.8976229,286.6234951,287.4007898,287.9097337,286.532196
661,1511,286.660614,284.8621284,287.1575974,286.8320057,287.4291582,286.3518148,284.7428446,287.579,286.6690095,286.7147418,287.0610825,286.3396519,284.8002097,286.4434552,287.4293095,287.8112907,286.5849915
662,1512,286.7705006,284.6632689,287.1717241,286.643059,287.3963529,286.4737722,284.7712317,287.742,286.7236437,286.668311,287.2605648,286.3463321,284.7141591,286.4197192,287.5453992,287.7243302,286.4580078
663,1513,286.5124073,284.5260271,287.1193242,286.7346953,287.432306,286.4644625,284.8481905,287.94946,286.6187798,286.7152123,287.2954195,286.2023861,284.7262282,286.4149907,287.5265557,287.736527,286.5085449
664,1514,286.6343131,284.7003302,287.0347323,286.7025403,287.5272682,286.3804881,284.8891996,288.05026,286.474883,286.8039786,287.2234874,286.331273,284.9478546,286.3826687,287.406155,287.9604965,286.6100159
665,1515,286.6458411,284.9848923,287.000542,286.8207162,287.4639516,286.2516273,284.771431,288.00287,286.4899185,286.6430587,287.3320994,286.3136682,285.0018402,286.463748,287.5344648,288.0150529,286.4826355
666,1516,286.6936609,284.9645392,286.9844848,286.6437261,287.3494063,286.3330618,284.4954429,288.07956,286.4172147,286.7105179,287.2970451,286.2627901,284.7436465,286.5466985,287.4718465,287.7541294,286.5073242
667,1517,286.7230796,284.6653314,287.1215721,286.6540751,287.3936481,286.3494552,284.5137537,288.16122,286.4699396,286.703681,287.4197392,286.1853124,284.8276627,286.6685558,287.3866795,287.8390339,286.5781555
668,1518,286.6620569,284.6746725,287.184287,286.8021902,287.3799841,286.3618686,284.6760643,287.927,286.6362628,286.7648422,287.2661011,286.1874216,284.9715658,286.6245712,287.451196,287.9844584,286.6351929
669,1519,286.7913392,284.7711961,287.2426476,286.7873838,287.3587581,286.5220284,284.6767036,287.9445,286.6349965,286.7118804,287.271704,286.2568474,284.6925503,286.4463107,287.4441591,287.702493,286.578186
670,1520,286.8183656,284.6411336,287.2470695,286.8910093,287.2861102,286.3951186,284.8178511,288.22894,286.6940223,286.6879793,287.3864251,286.4830107,284.6504592,286.4290848,287.5054069,287.6599569,286.6248779
671,1521,286.5919531,284.6494891,287.1204633,286.813886,287.3407368,286.2789393,284.6749898,288.2267,286.5498928,286.7810951,287.1622494,286.210799,284.8482192,286.3920251,287.4216782,287.8598077,286.440033
672,1522,286.5858543,284.6799368,287.1339992,286.5749529,287.3921484,286.4413759,284.7128236,287.8501,286.5739239,286.8209847,287.2534185,286.1644388,284.6948346,286.4977924,287.4462531,287.7048015,286.4176636
673,1523,286.5271922,284.8476253,287.0492538,286.7511355,287.375,286.3099173,284.6723282,287.92587,286.5679555,286.8277686,287.3457115,286.2623421,284.723277,286.4987681,287.4159653,287.7335446,286.4810791
674,1524,286.5788543,284.6883267,287.1159881,286.7437873,287.2390034,286.1660254,284.7298947,288.04938,286.4664399,286.824737,287.3318155,286.326074,284.705001,286.3129532,287.3520799,287.7150754,286.4689331
675,1525,286.5845378,284.6979222,287.0865499,286.659429,287.2728627,286.3193563,284.8537053,288.18216,286.5428306,286.7525478,287.1583146,286.3147793,284.7558174,286.3360494,287.3696079,287.766429,286.6013184
676,1526,286.560369,284.5973253,287.0553012,286.6212335,287.2963598,286.3359207,284.8005757,288.21704,286.6321769,286.7538215,287.1749646,286.2947154,284.8819996,286.5751071,287.3970049,287.8939453,286.5453796
677,1527,286.5367322,284.6241125,287.0829097,286.8336985,287.3255725,286.5600646,284.9365187,288.0169,286.6914966,286.8005034,287.1984516,286.1775752,284.9632732,286.5665627,287.2217308,287.9760781,286.4468079
678,1528,286.4872142,284.8780702,287.1544331,286.9163566,287.3506303,286.7726723,284.8146555,288.0846,286.71484,286.7728705,287.1549162,286.3829383,284.7322052,286.3586492,287.3434617,287.7425671,286.5091248
679,1529,286.5663274,284.9064109,287.2082072,286.635608,287.5405021,286.5081049,284.868395,288.2027,286.6420249,286.7621768,287.2384597,286.4450388,284.7620975,286.637616,287.2905664,287.7727755,286.4815674
680,1530,286.6222131,284.6552263,287.1939916,286.6205461,287.4491682,286.4940169,284.8170465,288.31738,286.6740915,286.8443562,287.307463,286.2657403,284.7386641,286.4260361,287.1912456,287.7490943,286.5078125
681,1531,286.7331754,284.6374603,287.1512491,286.8331678,287.5014639,286.4397851,284.8359866,288.18433,286.677807,286.8778838,287.3522685,286.0463224,284.8227063,286.3930118,287.2262777,287.8340251,286.565918
682,1532,286.7644366,284.7569051,287.0801949,286.9177997,287.4720737,286.389294,284.8237199,288.04398,286.663464,286.7873346,287.2897715,286.0530506,284.9059051,286.3787277,287.430418,287.9181035,286.5189819
683,1533,286.7069203,284.6376185,287.1677468,286.6684092,287.3881841,286.3699869,284.9224613,288.0135,286.6589955,286.8307991,287.3695015,286.2537973,284.9029193,286.6540207,287.3962387,287.9150861,286.5304871
684,1534,286.7454428,284.6266615,287.1745435,286.6084183,287.3979047,286.5145352,284.9532967,288.06952,286.7819227,286.8360791,287.3188572,286.3257273,284.762225,286.6033222,287.3964952,287.7729044,286.5814514
685,1535,286.5493516,284.602514,287.2839991,286.8237362,287.4964952,286.3357596,284.8398342,288.19235,286.693197,286.7632062,287.3433227,286.2611356,284.9516841,286.6332188,287.5205704,287.9643665,286.5478821
686,1536,286.5354977,284.7565617,287.1550334,286.7112991,287.4478775,286.4240173,284.959178,288.22958,286.5805193,286.6995055,287.4172272,286.2497908,285.0051005,286.621901,287.3551485,288.0183477,286.4934692
687,1537,286.6114651,284.9248503,287.00565,286.6040113,287.4353672,286.3804643,285.0122666,288.12772,286.6150685,286.5697059,287.394892,286.2514739,284.5454269,286.4989508,287.473649,287.5538141,286.6562195
688,1538,286.6803873,284.7938839,287.0360412,286.819961,287.4576668,286.3491602,284.8893814,288.18112,286.7087999,286.5914526,287.4943255,286.1629382,284.7586664,286.5537577,287.3434484,287.7693081,286.6134033
689,1539,286.7155908,284.8542059,287.0857349,286.8945477,287.4319592,286.5535716,284.8720793,288.134,286.714118,286.7583074,287.6157007,286.1119459,284.7762174,286.5619459,287.3747187,287.7870446,286.6334839
690,1540,286.6848622,284.9949713,287.0878373,286.6501788,287.5047376,286.4991997,284.8314657,288.18304,286.6075524,286.7976207,287.5171759,286.186754,284.6685302,286.5434242,287.3209347,287.6782189,286.556366
691,1541,286.6017687,284.7275401,287.1014577,286.6100176,287.4812401,286.4278407,284.9658471,288.08923,286.6350499,286.6114177,287.5678675,286.1823963,284.9230432,286.4667218,287.4112396,287.9354228,286.5292969
692,1542,286.5738119,284.6611578,287.048998,286.768207,287.394754,286.3459369,284.8707662,288.18933,286.6868912,286.7587379,287.5433563,286.1127909,284.8397284,286.5991703,287.4913095,287.8512271,286.5869141
693,1543,286.6769497,284.6710932,287.0183482,286.7911682,287.3843552,286.5370069,285.0309454,288.10825,286.6466219,286.8383676,287.4696641,286.1448671,284.7961642,286.6096778,287.4226816,287.8072023,286.6364746
694,1544,286.6030202,284.6602294,287.1515204,286.5528683,287.4119192,286.7078082,284.863257,288.19745,286.4996271,286.6701628,287.4099248,286.1108331,285.045757,286.4695054,287.6001775,288.059434,286.6283569
695,1545,286.6643825,284.6628358,287.1949736,286.748572,287.5110076,286.546188,285.0024493,288.24612,286.4602396,286.746119,287.3718077,286.2066968,285.0870923,286.4502935,287.4726867,288.1012063,286.5574951
696,1546,286.7156048,284.7410021,287.1500143,286.7307738,287.4941219,286.4053667,284.924858,288.20947,286.4609571,286.7755325,287.4273637,286.2523191,284.9434517,286.3843216,287.3183865,287.9560471,286.5597534
697,1547,286.5803161,284.9315117,287.1305764,286.6669132,287.4833671,286.3388845,284.897185,288.22485,286.6762482,286.7161834,287.50612,286.1074051,285.0412634,286.369555,287.2268757,288.0548929,286.5594177
698,1548,286.6170019,284.965145,287.1692197,286.8319538,287.6040697,286.3161738,284.9194387,288.07083,286.5290106,286.6236866,287.3018318,285.9779932,285.1579916,286.4721601,287.3986602,288.1728552,286.5025635
699,1549,286.6225585,284.6551008,287.2003359,286.663271,287.599107,286.4592938,284.8252317,288.17087,286.4388587,286.5854646,287.3069166,286.090959,285.0012388,286.4134707,287.3660796,288.0144451,286.6272278
700,1550,286.7334922,284.6054282,287.3077482,286.5990288,287.5857014,286.4478445,284.7886425,288.334,286.6211589,286.6256469,287.386895,286.4101425,285.0841728,286.3384906,287.3627564,288.0982559,286.5687256
701,1551,286.8270943,284.7398061,287.3080854,286.6059352,287.5972866,286.3321338,284.7783927,288.43994,286.7034739,286.7063065,287.2161213,286.5220226,285.1209084,286.4208883,287.2936328,288.1353799,286.5603638
702,1552,286.6728836,284.7869005,287.3143626,286.8308968,287.5739328,286.4353723,284.7286741,288.16934,286.4898787,286.6541689,287.2696584,286.1494604,284.9565694,286.5240047,287.3137469,287.9693035,286.5225525
703,1553,286.8114569,284.7360904,287.3358426,286.8060483,287.463496,286.3891299,284.7971062,288.12863,286.4897406,286.6706978,287.5698592,286.0306733,284.9659286,286.4661902,287.2086343,287.9787616,286.4963379
704,1554,286.9062684,284.7610935,287.3471386,286.733755,287.5178349,286.3503712,284.8745509,288.20215,286.3106979,286.6239331,287.5446035,286.0769389,284.9443582,286.299702,287.3068158,287.9569632,286.5230408
705,1555,286.8520443,284.7285221,287.231756,286.728811,287.506959,286.4927196,284.7278347,288.36002,286.41041,286.6345862,287.4312467,286.1643042,284.718783,286.2950344,287.3121162,287.7290031,286.5756226
706,1556,286.7789414,284.5905668,287.1279843,286.8296236,287.5390595,286.5397401,284.8375132,288.22772,286.4314981,286.6942039,287.4538056,286.2756893,284.8286795,286.2272019,287.0727468,287.8400615,286.6152344
707,1557,286.7620795,284.7062747,287.1588972,286.8619881,287.4237848,286.4497245,284.6977884,287.95178,286.5306198,286.6653456,287.546403,286.3491232,285.04509,286.5072972,287.070903,288.0587599,286.5761414
708,1558,286.7660375,284.6655476,287.1657114,286.798413,287.4889042,286.5133963,284.6070339,287.8681,286.4735625,286.6783665,287.6099908,286.0832325,284.6856713,285.9913283,287.1534103,287.6955413,286.6430359
709,1559,286.7814638,284.7100848,287.1194685,286.513172,287.5631523,286.4883709,284.8995153,288.17032,286.7357903,286.7825965,287.3564193,286.1361602,284.7505278,285.1639645,287.3288945,287.7610835,286.5510559
710,1560,286.8670984,284.7990726,287.0985261,286.7970503,287.5550674,286.4873612,284.9307891,288.20795,286.6184663,286.7181237,287.3434127,286.13063,284.9617565,285.2708211,287.2685566,287.9745454,286.631073
711,1561,286.852348,284.6325633,287.2625866,286.8757373,287.4591489,286.2219997,284.9020305,288.33612,286.319148,286.7443531,287.3525607,286.0371383,284.8008851,285.5195351,287.2954172,287.8119732,286.5788574
712,1562,286.8856818,284.737075,287.1981503,286.744364,287.5404424,286.2433217,284.9072722,288.26044,286.5085467,286.8174468,287.4370124,286.0713417,284.9976194,285.9148048,287.4003778,288.0107875,286.5628357
713,1563,286.8955556,284.7286228,287.1976834,286.5461861,287.4557514,286.3168827,284.9243333,288.18408,286.5529289,286.6374638,287.4603697,286.0455036,284.9735586,286.1314273,287.372029,287.9864722,286.6632996
714,1564,286.8535109,284.7163216,287.1560729,286.7371521,287.3730398,286.3826652,284.8466883,288.21475,286.6072621,286.7379807,287.3985459,286.0778637,284.9583858,286.1365013,287.4216828,287.9711391,286.5110168
715,1565,286.6813702,284.6191853,287.1814153,286.811426,287.4594513,286.5300871,284.7465165,288.11374,286.5576706,286.7202512,287.3471447,286.2218039,285.0769278,286.1746908,287.4535233,288.0909343,286.5506897
716,1566,286.6513611,284.7159875,287.1341545,286.8676095,287.4863384,286.5265649,284.7868836,288.02722,286.6371655,286.6030115,287.4323741,286.1842351,285.0016887,286.2425103,287.4401202,288.0148998,286.4196777
717,1567,286.6962477,284.939073,287.1432577,286.6279426,287.4936489,286.4436556,284.8646264,288.16614,286.5803138,286.5399909,287.4169242,286.4506826,284.8738347,286.0752684,287.3619559,287.8856941,286.4862671
718,1568,286.7420973,284.86091,287.0415928,286.552952,287.6199226,286.5965998,284.8251794,288.22137,286.6195146,286.591074,287.4070149,286.295172,284.8440001,286.1008984,287.2959284,287.855544,286.6183472
719,1569,286.6232917,284.9041632,287.0895691,286.779685,287.5964902,286.5824171,284.9569769,288.19965,286.7986724,286.619706,287.4478615,286.1168449,284.9199531,286.1948754,287.3549523,287.9323,286.6521912
720,1570,286.6991699,284.765249,287.1324059,286.838032,287.4704994,286.2999335,285.0006314,287.94217,286.6687692,286.6408796,287.4778807,286.0321176,284.8151271,286.3048639,287.3910359,287.8263657,286.6705933
721,1571,286.7019127,284.6815178,287.1001665,286.9689031,287.6483306,286.2989718,284.9132236,288.02298,286.4728992,286.7399699,287.5166906,286.1669023,285.1217256,286.4477462,287.4763379,288.1362058,286.5849609
722,1572,286.6843013,284.7568271,287.223372,286.827304,287.6289385,286.6543595,284.952158,288.15036,286.4885854,286.6682414,287.4792941,286.3088153,285.0816707,286.4101047,287.4243512,288.0957274,286.5291138
723,1573,286.6563272,284.6435098,287.2600454,286.6700915,287.4642745,286.5720993,284.8654509,288.11096,286.5744901,286.5442975,287.3646573,286.3242199,284.8391021,286.3330189,287.4720855,287.8505942,286.5333252
724,1574,286.6895689,284.529245,287.1660818,286.9551308,287.5065304,286.432433,284.9668587,288.055,286.7273947,286.7350985,287.4769119,286.1011872,285.069628,286.3906083,287.4564859,288.0835574,286.6050415
725,1575,286.8515966,284.705461,287.0573173,286.7138557,287.4831697,286.3430969,284.9734658,288.05746,286.543584,286.6774103,287.4094954,286.1687352,285.3477321,286.4319386,287.5039105,288.3646018,286.5437012
726,1576,286.8316089,284.6381277,287.1319635,286.6246806,287.4355776,286.5658446,284.8080017,288.10217,286.4784868,286.6596394,287.4369391,286.2816023,285.0816157,286.5045786,287.7447478,288.0956718,286.5114441
727,1577,286.6796774,284.7169093,287.1375044,286.7862056,287.4531459,286.5289215,284.7436496,288.02545,286.6850127,286.691023,287.2881675,286.3681549,284.9602683,286.3215038,287.7311185,287.9730414,286.5211182
728,1578,286.7961908,284.7096477,287.0945783,286.9159534,287.4197197,286.1779739,285.0763236,287.9429,286.7828524,286.7119148,287.2357891,286.4394508,285.1797893,286.3220352,287.498556,288.1948834,286.6239929
729,1579,286.8112055,284.7397916,286.9973743,286.7586715,287.4499372,286.2470998,285.0276542,288.02856,286.7698076,286.7159972,287.3353695,286.3126317,285.2131545,286.3692505,287.5998432,288.2286013,286.5054626
730,1580,286.8392054,284.7499495,286.9513044,286.7899751,287.4711376,286.4798573,285.1296501,288.1783,286.5088811,286.7194543,287.3214226,286.1435115,285.0376764,286.3488587,287.6233057,288.051268,286.4020081
731,1581,286.8192127,284.6733624,286.9758439,286.8483178,287.472391,286.3257794,285.1452732,288.3001,286.6523999,286.762738,287.459359,286.2318646,284.659585,286.5311306,287.5697167,287.6691792,286.418335
732,1582,286.8607521,284.5812852,287.0473886,286.7010703,287.4888762,286.473642,284.9875042,287.9774,286.6276852,286.7559808,287.4239673,286.2151803,284.7699423,286.6513735,287.4685434,287.7807033,286.4873657
733,1583,286.8066281,284.7685375,287.1263881,286.6865003,287.4134322,286.3383058,284.9239342,287.8844,286.6627373,286.5727412,287.3588005,286.3021158,285.0625546,286.3388899,287.6312797,288.0764092,286.6152649
734,1584,286.7470951,284.7070092,287.0688223,286.809517,287.4597391,286.2753912,284.8793331,287.9562,286.4934729,286.6712198,287.3914894,286.2352652,284.8878233,286.2739561,287.4479109,287.8998305,286.3203735
735,1585,286.7874974,284.4229801,287.1228259,286.7634541,287.2986206,286.1937355,284.9621233,287.84595,286.2783296,286.6601325,286.9733268,285.9713117,284.6333824,286.3999206,287.2963179,287.6426995,286.3691101
736,1586,286.7531207,284.4055127,287.146864,286.8137177,287.3793893,286.4148558,284.8492558,288.06168,286.3415885,286.5927908,287.1504265,286.2895332,284.3116974,286.488242,287.2801967,287.3176135,286.4775391
737,1587,286.7728235,284.5441501,287.0964061,286.6365169,287.4558665,286.3284606,284.6201956,287.94064,286.495562,286.5540964,287.1252331,286.5025935,284.4641671,286.5708262,287.3665709,287.4716952,286.4291992
738,1588,286.73739,284.6614257,287.0294903,286.8182134,287.465659,286.5214847,284.7166377,287.97253,286.5657054,286.6111754,287.0741988,286.4884014,284.7995105,286.449296,287.3100949,287.810584,286.4835815
739,1589,286.6915357,284.62084,286.9790148,286.9809594,287.3893598,286.4259724,284.6124405,288.1907,286.4170359,286.7295063,287.2731702,286.0627032,284.7136031,286.3736253,287.5071645,287.7237684,286.4477844
740,1590,286.729975,284.5879183,287.0919909,287.0508159,287.3045614,286.3288828,284.7112689,288.03302,286.3753503,286.7482603,287.2494171,286.0982053,284.6466591,286.3693224,287.5844706,287.6561166,286.5030212
741,1591,286.6543897,284.6611535,287.1962437,286.7533053,287.3927698,286.4802856,284.8440238,288.01736,286.4146556,286.6896838,287.4015047,286.2132233,284.911677,286.3421016,287.5285974,287.9239365,286.4674072
742,1592,286.6960839,284.5905878,287.2224307,286.6305977,287.4394049,286.4940357,284.965983,288.24905,286.499882,286.7915188,287.4083857,286.1276817,284.9345393,286.5734895,287.5301343,287.9470405,286.4911194
743,1593,286.5443617,284.6031076,287.0119705,286.7986858,287.4716676,286.5185262,284.9593808,288.20944,286.6941396,286.7001809,287.0861925,286.022214,284.8845692,286.6123354,287.5333754,287.896542,286.4414673
744,1594,286.5259675,284.6381602,287.0452775,286.8994605,287.3569083,286.2370661,284.9274492,288.03317,286.6093582,286.717427,287.1749507,286.0181776,284.7918902,286.6264886,287.4418369,287.8028832,286.1812134
745,1595,286.7188451,284.7696557,287.0345419,286.9634345,287.2859396,286.1702311,284.7685312,287.90317,286.5362818,286.6530055,287.0862497,286.0706491,284.6572707,286.5778889,287.2283822,287.6668404,286.1683044
746,1596,286.5990337,284.5464048,287.1182289,286.6154149,287.4096978,286.3671088,284.6279645,287.85876,286.4216506,286.6854334,286.9411654,286.443612,284.4703787,286.523741,287.10258,287.4779724,286.3260803
